,POPULARITY,BUCKET,TOTAL_SELL,LIKE_,REVIEW,PRICE,FIRST_PAGE
3808,1.0,4.0,1.0,5.0,3.0,5.0,0
3809,2.0,4.0,2.0,5.0,8.0,5.0,0
3810,4.0,6.0,6.0,6.0,6.0,5.0,0
3811,5.0,7.0,7.0,7.0,6.0,5.0,0
3812,7.0,7.0,6.0,7.0,6.0,4.0,0
3813,3.0,4.0,5.0,5.0,5.0,5.0,0
3814,3.0,4.0,3.0,4.0,5.0,4.0,0
3816,4.0,6.0,6.0,6.0,6.0,5.0,0
3817,7.0,7.0,7.0,7.0,7.0,6.0,0
3819,6.0,6.0,5.0,6.0,7.0,7.0,0
3820,6.0,6.0,6.0,6.0,7.0,6.0,0
3821,6.0,6.0,6.0,6.0,6.0,7.0,0
3825,6.0,7.0,7.0,7.0,6.0,6.0,0
3826,6.0,6.0,6.0,7.0,6.0,5.0,0
3827,6.0,7.0,7.0,7.0,6.0,5.0,0
3830,6.0,7.0,6.0,7.0,6.0,5.0,0
3831,6.0,6.0,6.0,6.0,6.0,7.0,0
3835,6.0,6.0,7.0,7.0,7.0,5.0,0
3837,4.0,3.0,3.0,3.0,5.0,4.0,0
3839,1.0,5.0,5.0,5.0,5.0,7.0,0
3840,3.0,1.0,4.0,2.0,4.0,5.0,0
3841,5.0,6.0,6.0,6.0,6.0,6.0,0
3844,4.0,6.0,3.0,6.0,3.0,6.0,0
3845,7.0,7.0,7.0,7.0,6.0,6.0,0
3848,5.0,5.0,3.0,5.0,5.0,6.0,0
3849,4.0,5.0,2.0,5.0,0.0,6.0,0
3850,4.0,5.0,2.0,5.0,0.0,6.0,0
3851,5.0,5.0,2.0,5.0,8.0,6.0,0
3852,5.0,6.0,2.0,6.0,5.0,6.0,0
3854,6.0,6.0,6.0,6.0,6.0,4.0,0
3855,6.0,7.0,7.0,7.0,7.0,7.0,0
3857,6.0,7.0,7.0,7.0,7.0,5.0,0
3858,6.0,6.0,6.0,6.0,6.0,4.0,0
3859,6.0,7.0,6.0,7.0,7.0,4.0,0
3861,3.0,5.0,6.0,5.0,5.0,6.0,0
3862,5.0,6.0,3.0,6.0,4.0,7.0,0
3863,6.0,5.0,4.0,5.0,6.0,5.0,0
3865,5.0,3.0,1.0,4.0,7.0,7.0,0
3866,5.0,5.0,5.0,5.0,6.0,5.0,0
3867,5.0,6.0,5.0,5.0,6.0,4.0,0
3869,2.0,4.0,3.0,4.0,4.0,4.0,0
3870,5.0,6.0,6.0,6.0,7.0,6.0,0
3871,5.0,5.0,3.0,5.0,5.0,7.0,0
3872,6.0,5.0,1.0,5.0,6.0,7.0,0
3874,5.0,6.0,3.0,7.0,7.0,7.0,0
3875,5.0,5.0,4.0,6.0,6.0,7.0,0
3876,3.0,2.0,4.0,2.0,8.0,5.0,0
3877,5.0,6.0,6.0,7.0,5.0,5.0,0
3878,6.0,7.0,7.0,7.0,7.0,4.0,0
3879,5.0,7.0,7.0,7.0,7.0,6.0,0
3880,5.0,7.0,7.0,7.0,7.0,6.0,0
3881,5.0,5.0,5.0,5.0,5.0,6.0,0
3883,3.0,5.0,4.0,5.0,4.0,5.0,0
3884,5.0,6.0,6.0,5.0,4.0,7.0,0
3885,6.0,6.0,6.0,6.0,6.0,6.0,0
3886,5.0,6.0,5.0,6.0,6.0,6.0,0
3887,5.0,7.0,7.0,7.0,6.0,6.0,0
3888,6.0,7.0,7.0,7.0,7.0,6.0,0
3889,6.0,6.0,6.0,7.0,6.0,7.0,0
3890,5.0,5.0,5.0,5.0,5.0,6.0,0
3892,6.0,7.0,7.0,7.0,7.0,7.0,0
3893,6.0,7.0,7.0,6.0,7.0,5.0,0
3896,4.0,3.0,0.0,3.0,0.0,7.0,0
3897,3.0,5.0,5.0,5.0,7.0,5.0,0
3900,4.0,5.0,2.0,5.0,0.0,7.0,0
3901,6.0,7.0,6.0,7.0,7.0,7.0,0
3904,7.0,5.0,6.0,4.0,7.0,2.0,0
3906,6.0,7.0,7.0,7.0,6.0,2.0,0
3907,7.0,7.0,7.0,7.0,6.0,2.0,0
3908,7.0,7.0,7.0,7.0,6.0,2.0,0
3909,1.0,1.0,2.0,1.0,8.0,2.0,0
3910,3.0,1.0,5.0,0.0,7.0,2.0,0
3911,4.0,3.0,5.0,2.0,3.0,1.0,0
3912,4.0,5.0,6.0,5.0,6.0,1.0,0
3915,3.0,2.0,5.0,1.0,3.0,2.0,0
3917,4.0,6.0,6.0,5.0,4.0,1.0,0
3920,6.0,6.0,6.0,6.0,6.0,2.0,0
3924,2.0,2.0,5.0,2.0,6.0,2.0,0
3925,3.0,4.0,3.0,4.0,8.0,2.0,0
3926,5.0,4.0,5.0,4.0,0.0,2.0,0
3927,1.0,1.0,0.0,1.0,6.0,4.0,0
3928,5.0,5.0,6.0,5.0,7.0,2.0,0
3929,7.0,7.0,7.0,7.0,7.0,2.0,0
3930,3.0,1.0,0.0,1.0,0.0,2.0,0
3931,6.0,6.0,5.0,5.0,3.0,2.0,0
3932,2.0,1.0,1.0,1.0,0.0,2.0,0
3933,3.0,4.0,5.0,4.0,5.0,2.0,0
3934,6.0,6.0,6.0,7.0,6.0,6.0,0
3935,5.0,5.0,5.0,5.0,7.0,6.0,0
3936,7.0,7.0,7.0,7.0,7.0,6.0,0
3937,6.0,7.0,6.0,6.0,5.0,7.0,0
3938,6.0,7.0,7.0,7.0,7.0,6.0,0
3939,6.0,7.0,7.0,7.0,7.0,7.0,0
3940,5.0,6.0,6.0,5.0,7.0,7.0,0
3942,5.0,7.0,6.0,7.0,5.0,7.0,0
3943,7.0,7.0,7.0,7.0,6.0,7.0,0
3944,5.0,5.0,5.0,5.0,4.0,6.0,0
3948,6.0,6.0,5.0,6.0,5.0,7.0,0
3949,6.0,6.0,6.0,6.0,7.0,7.0,0
3950,6.0,7.0,6.0,7.0,6.0,6.0,0
3954,5.0,6.0,6.0,6.0,6.0,4.0,0
3955,4.0,3.0,5.0,3.0,3.0,4.0,0
3956,5.0,5.0,4.0,5.0,4.0,7.0,0
3957,5.0,6.0,5.0,6.0,6.0,7.0,0
3958,3.0,6.0,6.0,6.0,6.0,6.0,0
3959,7.0,6.0,6.0,6.0,7.0,7.0,0
3961,7.0,7.0,7.0,7.0,7.0,7.0,0
3962,6.0,5.0,1.0,5.0,7.0,7.0,0
3964,6.0,7.0,7.0,7.0,7.0,5.0,0
3965,4.0,7.0,6.0,7.0,6.0,6.0,0
3966,4.0,7.0,1.0,7.0,6.0,6.0,0
3968,4.0,6.0,6.0,6.0,6.0,6.0,0
3970,3.0,5.0,3.0,5.0,5.0,6.0,0
3971,5.0,2.0,0.0,1.0,0.0,6.0,0
3972,7.0,7.0,7.0,7.0,7.0,5.0,0
3973,6.0,7.0,6.0,7.0,7.0,6.0,0
3977,6.0,6.0,6.0,5.0,6.0,1.0,0
3978,4.0,1.0,1.0,1.0,0.0,1.0,0
3979,5.0,6.0,6.0,5.0,7.0,1.0,0
3980,6.0,6.0,6.0,5.0,6.0,3.0,0
3981,5.0,3.0,4.0,1.0,0.0,3.0,0
3982,5.0,5.0,6.0,4.0,4.0,1.0,0
3983,5.0,5.0,6.0,4.0,4.0,1.0,0
3984,4.0,4.0,5.0,2.0,3.0,1.0,0
3985,4.0,3.0,4.0,1.0,7.0,1.0,0
3988,6.0,7.0,7.0,7.0,7.0,2.0,0
3989,5.0,6.0,6.0,5.0,6.0,1.0,0
3991,6.0,7.0,7.0,7.0,7.0,1.0,0
3992,6.0,6.0,7.0,6.0,6.0,1.0,0
3993,7.0,7.0,7.0,7.0,6.0,1.0,0
3996,5.0,6.0,6.0,6.0,5.0,7.0,0
3997,5.0,1.0,0.0,0.0,0.0,4.0,0
3998,5.0,5.0,6.0,5.0,5.0,1.0,0
3999,5.0,5.0,6.0,5.0,5.0,1.0,0
4000,5.0,6.0,6.0,5.0,6.0,1.0,0
4002,7.0,7.0,7.0,7.0,7.0,1.0,0
4003,6.0,6.0,6.0,5.0,5.0,3.0,0
4004,3.0,1.0,5.0,0.0,0.0,1.0,0
4006,6.0,7.0,7.0,7.0,7.0,1.0,0
4030,1.0,2.0,4.0,2.0,4.0,2.0,0
4031,6.0,7.0,7.0,7.0,7.0,2.0,0
4032,5.0,5.0,6.0,5.0,7.0,2.0,0
4033,4.0,7.0,6.0,7.0,6.0,2.0,0
4034,0.0,1.0,1.0,0.0,0.0,2.0,0
4035,5.0,5.0,6.0,5.0,4.0,1.0,0
4037,5.0,5.0,6.0,5.0,7.0,1.0,0
4040,2.0,1.0,5.0,0.0,4.0,2.0,0
4041,7.0,7.0,7.0,7.0,7.0,1.0,0
4047,3.0,3.0,4.0,2.0,3.0,2.0,0
4048,1.0,3.0,5.0,3.0,3.0,2.0,0
4052,6.0,5.0,5.0,5.0,7.0,4.0,0
4053,7.0,6.0,5.0,6.0,3.0,6.0,0
4055,6.0,6.0,1.0,2.0,0.0,6.0,0
4056,7.0,6.0,6.0,6.0,5.0,5.0,0
4057,7.0,6.0,5.0,6.0,0.0,6.0,0
4061,6.0,5.0,4.0,4.0,3.0,7.0,0
4064,5.0,5.0,3.0,5.0,0.0,6.0,0
4066,6.0,6.0,5.0,6.0,3.0,6.0,0
4067,5.0,6.0,5.0,6.0,6.0,6.0,0
4068,4.0,1.0,2.0,1.0,0.0,5.0,0
4069,5.0,7.0,6.0,7.0,6.0,6.0,0
4070,5.0,6.0,6.0,6.0,6.0,5.0,0
4071,7.0,6.0,5.0,6.0,4.0,7.0,0
4078,4.0,5.0,5.0,5.0,5.0,7.0,0
4080,4.0,1.0,2.0,0.0,4.0,2.0,0
4084,3.0,5.0,6.0,5.0,6.0,4.0,0
4085,6.0,4.0,2.0,4.0,0.0,6.0,0
4086,4.0,5.0,5.0,5.0,5.0,5.0,0
4087,5.0,5.0,5.0,5.0,5.0,3.0,0
4089,5.0,6.0,6.0,6.0,5.0,5.0,0
4091,2.0,1.0,2.0,2.0,3.0,3.0,0
4093,3.0,4.0,5.0,4.0,5.0,4.0,0
4130,5.0,6.0,7.0,6.0,6.0,1.0,0
4131,6.0,6.0,7.0,6.0,7.0,1.0,0
4133,6.0,6.0,6.0,5.0,3.0,1.0,0
4134,4.0,4.0,3.0,4.0,0.0,1.0,0
4135,5.0,5.0,6.0,5.0,6.0,2.0,0
4159,7.0,7.0,7.0,7.0,7.0,1.0,0
4162,3.0,1.0,2.0,1.0,0.0,5.0,0
4163,7.0,7.0,6.0,7.0,6.0,5.0,0
4166,6.0,6.0,6.0,5.0,0.0,6.0,0
4170,6.0,5.0,3.0,4.0,6.0,6.0,0
4172,6.0,6.0,6.0,6.0,4.0,6.0,0
4173,7.0,7.0,6.0,7.0,6.0,7.0,0
4174,7.0,6.0,5.0,6.0,6.0,7.0,0
4175,5.0,4.0,4.0,4.0,8.0,5.0,0
4176,7.0,6.0,5.0,5.0,7.0,7.0,0
4180,7.0,6.0,7.0,6.0,6.0,6.0,0
4183,7.0,6.0,5.0,5.0,5.0,6.0,0
4184,2.0,1.0,1.0,2.0,0.0,5.0,0
4185,5.0,5.0,5.0,5.0,6.0,6.0,0
4186,6.0,6.0,5.0,6.0,3.0,4.0,0
4187,6.0,5.0,6.0,5.0,5.0,5.0,0
4188,3.0,3.0,1.0,3.0,0.0,5.0,0
4202,5.0,6.0,6.0,5.0,7.0,2.0,0
4203,5.0,5.0,6.0,5.0,7.0,2.0,0
4204,5.0,5.0,6.0,5.0,7.0,2.0,0
4205,6.0,7.0,6.0,7.0,7.0,2.0,0
4206,6.0,6.0,6.0,6.0,7.0,2.0,0
4207,5.0,5.0,6.0,5.0,7.0,2.0,0
4210,3.0,4.0,6.0,4.0,7.0,2.0,0
4211,5.0,3.0,1.0,2.0,0.0,5.0,0
4212,6.0,7.0,7.0,7.0,7.0,2.0,0
4213,6.0,7.0,7.0,7.0,7.0,2.0,0
4215,1.0,1.0,4.0,1.0,3.0,5.0,0
4216,6.0,7.0,7.0,7.0,7.0,2.0,0
4218,5.0,6.0,7.0,6.0,7.0,2.0,0
4219,5.0,6.0,7.0,6.0,7.0,2.0,0
4220,3.0,5.0,6.0,5.0,4.0,4.0,0
4221,4.0,6.0,7.0,6.0,6.0,4.0,0
4225,7.0,7.0,7.0,7.0,7.0,3.0,0
4227,7.0,7.0,7.0,7.0,7.0,3.0,0
4228,7.0,7.0,7.0,7.0,7.0,4.0,0
4230,7.0,7.0,7.0,7.0,7.0,7.0,0
4234,7.0,7.0,7.0,7.0,7.0,2.0,0
4236,7.0,7.0,7.0,7.0,7.0,3.0,0
4238,7.0,7.0,7.0,7.0,7.0,6.0,0
4246,7.0,7.0,7.0,7.0,6.0,6.0,0
4250,7.0,7.0,7.0,7.0,7.0,3.0,0
4252,6.0,5.0,5.0,5.0,6.0,6.0,0
4253,4.0,5.0,4.0,5.0,3.0,3.0,0
4254,6.0,6.0,5.0,6.0,6.0,3.0,0
4255,4.0,6.0,6.0,6.0,5.0,4.0,0
4259,4.0,2.0,2.0,1.0,4.0,3.0,0
4260,4.0,4.0,3.0,4.0,4.0,1.0,0
4261,5.0,4.0,2.0,3.0,0.0,7.0,0
4262,4.0,2.0,3.0,2.0,3.0,4.0,0
4263,4.0,5.0,5.0,4.0,4.0,7.0,0
4264,4.0,2.0,3.0,2.0,3.0,7.0,0
4265,5.0,4.0,4.0,4.0,3.0,2.0,0
4267,5.0,5.0,6.0,5.0,5.0,6.0,0
4268,6.0,5.0,5.0,4.0,5.0,5.0,0
4269,5.0,5.0,4.0,5.0,3.0,6.0,0
4270,6.0,6.0,6.0,7.0,5.0,3.0,0
4273,6.0,6.0,3.0,6.0,0.0,7.0,0
4274,5.0,6.0,5.0,6.0,4.0,5.0,0
4276,7.0,6.0,5.0,5.0,6.0,6.0,0
4279,4.0,4.0,4.0,4.0,5.0,5.0,0
4280,6.0,4.0,2.0,3.0,6.0,7.0,0
4282,7.0,6.0,5.0,5.0,4.0,4.0,0
4283,7.0,6.0,6.0,6.0,6.0,7.0,0
4286,7.0,7.0,7.0,7.0,7.0,4.0,0
4288,6.0,6.0,6.0,6.0,6.0,7.0,0
4292,6.0,5.0,6.0,5.0,6.0,7.0,0
4294,6.0,5.0,4.0,4.0,0.0,6.0,0
4295,5.0,5.0,3.0,5.0,0.0,6.0,0
4296,6.0,5.0,6.0,5.0,4.0,7.0,0
4298,3.0,3.0,5.0,2.0,4.0,6.0,0
4300,7.0,7.0,7.0,7.0,6.0,6.0,0
4302,3.0,3.0,3.0,4.0,6.0,6.0,0
4306,6.0,6.0,6.0,6.0,5.0,4.0,0
4307,5.0,2.0,3.0,1.0,3.0,4.0,0
4308,4.0,2.0,3.0,1.0,4.0,4.0,0
4310,4.0,1.0,5.0,0.0,3.0,1.0,0
4311,7.0,7.0,7.0,7.0,6.0,6.0,0
4316,7.0,7.0,7.0,7.0,6.0,3.0,0
4319,7.0,7.0,7.0,7.0,7.0,3.0,0
4325,7.0,7.0,7.0,7.0,7.0,2.0,0
4326,7.0,7.0,7.0,7.0,6.0,4.0,0
4329,7.0,7.0,7.0,7.0,6.0,7.0,0
4331,7.0,7.0,7.0,7.0,7.0,4.0,0
4332,7.0,7.0,7.0,7.0,7.0,2.0,0
4339,6.0,4.0,3.0,4.0,4.0,6.0,0
4342,5.0,2.0,3.0,3.0,3.0,6.0,0
4343,7.0,6.0,6.0,5.0,6.0,7.0,0
4344,6.0,5.0,6.0,5.0,6.0,6.0,0
4345,5.0,3.0,3.0,2.0,0.0,6.0,0
4346,6.0,5.0,5.0,5.0,5.0,5.0,0
4347,3.0,5.0,5.0,5.0,4.0,4.0,0
4348,4.0,5.0,5.0,5.0,5.0,4.0,0
4353,4.0,5.0,5.0,5.0,4.0,7.0,0
4354,5.0,5.0,5.0,5.0,6.0,5.0,0
4357,4.0,2.0,2.0,2.0,0.0,6.0,0
4360,3.0,6.0,6.0,6.0,5.0,4.0,0
4363,3.0,6.0,5.0,6.0,5.0,4.0,0
4364,4.0,5.0,5.0,5.0,5.0,4.0,0
4365,3.0,5.0,5.0,5.0,5.0,5.0,0
4366,5.0,4.0,2.0,4.0,0.0,5.0,0
4367,5.0,4.0,5.0,4.0,5.0,6.0,0
4369,7.0,7.0,7.0,7.0,7.0,2.0,0
4372,6.0,5.0,5.0,5.0,4.0,2.0,0
4376,4.0,6.0,7.0,6.0,7.0,2.0,0
4377,2.0,3.0,4.0,2.0,3.0,2.0,0
4380,6.0,7.0,7.0,7.0,6.0,2.0,0
4382,3.0,5.0,6.0,5.0,7.0,2.0,0
4384,4.0,3.0,5.0,2.0,7.0,2.0,0
4385,6.0,6.0,6.0,6.0,4.0,2.0,0
4386,5.0,6.0,6.0,5.0,3.0,2.0,0
4387,5.0,6.0,5.0,6.0,6.0,2.0,0
4388,6.0,7.0,7.0,7.0,6.0,2.0,0
4391,4.0,2.0,5.0,1.0,7.0,2.0,0
4392,5.0,3.0,5.0,3.0,6.0,4.0,0
4396,5.0,7.0,7.0,7.0,7.0,2.0,0
4398,6.0,6.0,6.0,6.0,5.0,2.0,0
4400,7.0,6.0,6.0,6.0,4.0,4.0,0
4408,5.0,6.0,6.0,6.0,6.0,2.0,0
4409,3.0,4.0,5.0,4.0,3.0,2.0,0
4410,2.0,5.0,6.0,5.0,7.0,2.0,0
4412,3.0,1.0,1.0,0.0,3.0,2.0,0
4413,4.0,6.0,5.0,6.0,6.0,4.0,0
4414,7.0,7.0,7.0,7.0,7.0,2.0,0
4415,5.0,4.0,5.0,4.0,4.0,5.0,0
4417,3.0,1.0,5.0,1.0,6.0,2.0,0
4419,2.0,3.0,4.0,3.0,3.0,2.0,0
4421,5.0,2.0,0.0,2.0,0.0,4.0,0
4423,6.0,7.0,7.0,7.0,7.0,3.0,0
4424,1.0,1.0,4.0,1.0,7.0,4.0,0
4425,4.0,4.0,5.0,3.0,7.0,4.0,0
4426,6.0,6.0,6.0,6.0,6.0,4.0,0
4427,2.0,1.0,4.0,1.0,4.0,1.0,0
4429,3.0,2.0,6.0,1.0,4.0,1.0,0
4430,6.0,4.0,5.0,4.0,5.0,4.0,0
4431,6.0,6.0,5.0,5.0,3.0,7.0,0
4432,5.0,2.0,2.0,2.0,6.0,6.0,0
4435,7.0,7.0,6.0,7.0,6.0,7.0,0
4437,6.0,4.0,2.0,4.0,0.0,5.0,0
4439,4.0,5.0,3.0,5.0,3.0,6.0,0
4440,5.0,5.0,4.0,5.0,3.0,4.0,0
4441,5.0,5.0,3.0,5.0,0.0,4.0,0
4442,6.0,6.0,4.0,5.0,0.0,6.0,0
4443,3.0,4.0,5.0,4.0,6.0,4.0,0
4445,4.0,4.0,5.0,4.0,6.0,4.0,0
4446,5.0,5.0,4.0,5.0,3.0,4.0,0
4451,5.0,2.0,4.0,2.0,6.0,6.0,0
4452,4.0,3.0,4.0,2.0,3.0,4.0,0
4453,4.0,6.0,6.0,6.0,6.0,6.0,0
4454,5.0,5.0,5.0,5.0,5.0,7.0,0
4455,5.0,6.0,5.0,6.0,6.0,7.0,0
4456,4.0,4.0,5.0,4.0,6.0,4.0,0
4457,6.0,6.0,6.0,6.0,6.0,7.0,0
4458,5.0,6.0,6.0,6.0,6.0,6.0,0
4459,3.0,1.0,1.0,0.0,0.0,4.0,0
4461,6.0,7.0,7.0,7.0,7.0,2.0,0
4462,5.0,6.0,7.0,6.0,7.0,2.0,0
4463,6.0,7.0,7.0,7.0,7.0,2.0,0
4468,5.0,6.0,6.0,6.0,6.0,2.0,0
4469,4.0,6.0,6.0,6.0,6.0,2.0,0
4470,5.0,6.0,6.0,6.0,7.0,2.0,0
4471,5.0,6.0,6.0,6.0,7.0,2.0,0
4473,6.0,6.0,6.0,6.0,7.0,2.0,0
4476,2.0,3.0,2.0,4.0,3.0,2.0,0
4477,5.0,4.0,5.0,4.0,3.0,2.0,0
4478,4.0,1.0,1.0,1.0,3.0,2.0,0
4479,7.0,6.0,6.0,6.0,7.0,4.0,0
4482,6.0,5.0,6.0,4.0,7.0,2.0,0
4483,6.0,5.0,6.0,4.0,7.0,2.0,0
4487,6.0,6.0,6.0,5.0,7.0,2.0,0
4488,6.0,6.0,6.0,5.0,7.0,2.0,0
4491,7.0,7.0,7.0,7.0,7.0,4.0,0
4492,7.0,7.0,7.0,7.0,6.0,6.0,0
4496,7.0,7.0,7.0,7.0,7.0,6.0,0
4498,4.0,6.0,6.0,6.0,6.0,4.0,0
4500,5.0,5.0,3.0,5.0,0.0,4.0,0
4501,5.0,3.0,5.0,3.0,6.0,3.0,0
4502,4.0,4.0,4.0,5.0,8.0,6.0,0
4504,5.0,3.0,5.0,3.0,3.0,3.0,0
4505,5.0,5.0,5.0,5.0,5.0,5.0,0
4506,6.0,2.0,2.0,1.0,0.0,7.0,0
4507,4.0,3.0,3.0,3.0,3.0,4.0,0
4508,5.0,6.0,5.0,6.0,6.0,7.0,0
4511,5.0,4.0,3.0,3.0,0.0,7.0,0
4513,5.0,6.0,6.0,6.0,4.0,7.0,0
4514,5.0,3.0,5.0,3.0,7.0,7.0,0
4515,5.0,4.0,1.0,4.0,4.0,6.0,0
4520,6.0,5.0,6.0,4.0,7.0,4.0,0
4521,1.0,1.0,0.0,1.0,0.0,4.0,0
4524,7.0,7.0,7.0,7.0,6.0,4.0,0
4526,4.0,5.0,5.0,5.0,3.0,4.0,0
4527,6.0,6.0,6.0,6.0,5.0,4.0,0
4528,5.0,6.0,6.0,6.0,6.0,4.0,0
4529,6.0,6.0,6.0,6.0,5.0,4.0,0
4530,6.0,7.0,7.0,7.0,6.0,4.0,0
4535,7.0,7.0,7.0,7.0,7.0,4.0,0
4537,3.0,5.0,5.0,5.0,8.0,4.0,0
4538,5.0,7.0,7.0,7.0,6.0,4.0,0
4544,3.0,4.0,6.0,5.0,6.0,3.0,0
4545,7.0,6.0,7.0,5.0,7.0,1.0,0
4546,5.0,4.0,5.0,2.0,0.0,3.0,0
4547,5.0,5.0,6.0,5.0,6.0,3.0,0
4548,3.0,4.0,5.0,3.0,6.0,4.0,0
4549,6.0,6.0,6.0,6.0,7.0,2.0,0
4550,6.0,4.0,6.0,3.0,7.0,2.0,0
4560,5.0,4.0,6.0,4.0,7.0,2.0,0
4561,5.0,6.0,6.0,6.0,7.0,2.0,0
4562,7.0,6.0,5.0,6.0,6.0,2.0,0
4564,6.0,6.0,7.0,6.0,6.0,2.0,0
4568,6.0,6.0,6.0,5.0,5.0,2.0,0
4569,6.0,7.0,7.0,7.0,6.0,2.0,0
4572,6.0,7.0,7.0,7.0,7.0,2.0,0
4574,5.0,4.0,5.0,3.0,4.0,2.0,0
4581,3.0,1.0,0.0,0.0,3.0,3.0,0
4588,6.0,4.0,1.0,4.0,0.0,7.0,0
4589,5.0,6.0,5.0,5.0,4.0,6.0,0
4591,6.0,4.0,4.0,3.0,0.0,5.0,0
4593,5.0,6.0,6.0,7.0,5.0,4.0,0
4594,5.0,2.0,5.0,2.0,3.0,5.0,0
4596,4.0,6.0,6.0,6.0,6.0,2.0,0
4597,3.0,3.0,2.0,4.0,3.0,4.0,0
4598,5.0,1.0,3.0,1.0,0.0,2.0,0
4599,5.0,3.0,4.0,1.0,0.0,3.0,0
4600,4.0,2.0,4.0,2.0,4.0,6.0,0
4601,5.0,6.0,5.0,6.0,3.0,6.0,0
4602,3.0,5.0,6.0,5.0,5.0,4.0,0
4603,3.0,5.0,5.0,5.0,6.0,7.0,0
4606,4.0,5.0,5.0,5.0,4.0,4.0,0
4607,5.0,3.0,5.0,3.0,0.0,7.0,0
4608,6.0,5.0,1.0,5.0,4.0,6.0,0
4609,6.0,5.0,3.0,5.0,4.0,6.0,0
4610,4.0,2.0,3.0,2.0,0.0,5.0,0
4611,6.0,5.0,4.0,5.0,0.0,5.0,0
4612,3.0,6.0,6.0,7.0,6.0,4.0,0
4613,4.0,3.0,2.0,3.0,0.0,7.0,0
4614,4.0,5.0,6.0,5.0,4.0,3.0,0
4615,6.0,3.0,3.0,3.0,6.0,6.0,0
4618,5.0,5.0,4.0,5.0,0.0,6.0,0
4619,6.0,6.0,6.0,6.0,5.0,7.0,0
4620,6.0,5.0,3.0,3.0,3.0,7.0,0
4622,3.0,6.0,5.0,6.0,6.0,6.0,0
4624,5.0,5.0,6.0,5.0,5.0,5.0,0
4625,3.0,6.0,4.0,6.0,6.0,2.0,0
4626,6.0,7.0,6.0,7.0,7.0,6.0,0
4627,1.0,4.0,6.0,4.0,6.0,3.0,0
4628,4.0,6.0,6.0,6.0,6.0,4.0,0
4629,4.0,3.0,1.0,4.0,0.0,4.0,0
4630,2.0,2.0,2.0,3.0,7.0,3.0,0
4631,6.0,4.0,4.0,4.0,3.0,6.0,0
4632,5.0,6.0,6.0,7.0,6.0,4.0,0
4633,6.0,5.0,4.0,5.0,7.0,7.0,0
4635,6.0,2.0,4.0,2.0,7.0,7.0,0
4636,4.0,2.0,2.0,2.0,4.0,3.0,0
4637,5.0,4.0,3.0,3.0,3.0,7.0,0
4638,6.0,5.0,4.0,5.0,6.0,5.0,0
4640,6.0,6.0,6.0,6.0,6.0,2.0,0
4641,5.0,6.0,6.0,5.0,7.0,2.0,0
4642,6.0,6.0,7.0,6.0,7.0,2.0,0
4645,4.0,2.0,3.0,2.0,5.0,2.0,0
4646,0.0,1.0,2.0,1.0,6.0,3.0,0
4648,4.0,2.0,4.0,1.0,5.0,3.0,0
4649,3.0,3.0,2.0,3.0,0.0,2.0,0
4650,4.0,3.0,6.0,2.0,3.0,4.0,0
4652,1.0,1.0,1.0,1.0,0.0,1.0,0
4653,4.0,6.0,6.0,6.0,5.0,2.0,0
4656,3.0,6.0,5.0,6.0,5.0,2.0,0
4657,3.0,5.0,6.0,4.0,5.0,1.0,0
4663,3.0,2.0,3.0,1.0,4.0,3.0,0
4664,2.0,1.0,1.0,1.0,4.0,3.0,0
4665,4.0,4.0,5.0,4.0,5.0,3.0,0
4668,4.0,5.0,4.0,5.0,3.0,3.0,0
4669,3.0,1.0,5.0,0.0,5.0,2.0,0
4670,7.0,7.0,7.0,7.0,7.0,3.0,0
4673,5.0,5.0,4.0,5.0,4.0,6.0,0
4677,4.0,2.0,1.0,1.0,3.0,3.0,0
4682,6.0,5.0,5.0,5.0,5.0,6.0,0
4685,3.0,1.0,0.0,0.0,0.0,6.0,0
4686,5.0,4.0,4.0,5.0,3.0,7.0,0
4687,4.0,3.0,1.0,3.0,0.0,6.0,0
4688,5.0,4.0,3.0,4.0,0.0,6.0,0
4689,6.0,7.0,6.0,7.0,6.0,4.0,0
4691,4.0,1.0,5.0,0.0,4.0,2.0,0
4692,3.0,6.0,6.0,6.0,6.0,4.0,0
4693,4.0,5.0,6.0,5.0,5.0,5.0,0
4694,4.0,4.0,5.0,4.0,3.0,5.0,0
4695,4.0,6.0,5.0,6.0,6.0,4.0,0
4696,3.0,6.0,5.0,7.0,6.0,5.0,0
4699,5.0,4.0,1.0,4.0,0.0,7.0,0
4700,6.0,6.0,6.0,6.0,5.0,7.0,0
4701,6.0,5.0,5.0,5.0,4.0,4.0,0
4702,6.0,6.0,6.0,6.0,6.0,5.0,0
4705,5.0,5.0,3.0,5.0,3.0,7.0,0
4706,4.0,5.0,5.0,5.0,4.0,3.0,0
4707,5.0,4.0,3.0,4.0,6.0,4.0,0
4710,5.0,6.0,6.0,6.0,6.0,2.0,0
4711,6.0,5.0,1.0,5.0,3.0,7.0,0
4712,6.0,6.0,6.0,6.0,5.0,5.0,0
4722,5.0,6.0,5.0,5.0,4.0,7.0,0
4723,2.0,6.0,6.0,6.0,5.0,4.0,0
4724,5.0,4.0,4.0,5.0,3.0,4.0,0
4726,6.0,5.0,2.0,5.0,0.0,6.0,0
4728,3.0,3.0,2.0,3.0,0.0,4.0,0
4729,5.0,6.0,5.0,6.0,4.0,7.0,0
4730,4.0,4.0,3.0,4.0,4.0,6.0,0
