,POPULARITY,BUCKET,TOTAL_SELL,LIKE_,REVIEW,PRICE,FIRST_PAGE
0,7.0,7.0,7.0,7.0,7.0,2.0,1
1,7.0,7.0,7.0,7.0,7.0,7.0,1
2,7.0,7.0,7.0,7.0,7.0,5.0,1
3,7.0,7.0,7.0,7.0,7.0,7.0,1
4,7.0,7.0,7.0,7.0,7.0,6.0,1
6,7.0,7.0,7.0,7.0,7.0,6.0,1
7,7.0,7.0,7.0,7.0,7.0,2.0,1
9,7.0,7.0,7.0,7.0,7.0,4.0,1
10,7.0,7.0,7.0,7.0,7.0,4.0,1
11,7.0,7.0,7.0,7.0,7.0,7.0,1
13,7.0,7.0,7.0,7.0,7.0,5.0,1
14,7.0,7.0,7.0,7.0,7.0,2.0,1
15,7.0,7.0,7.0,7.0,7.0,5.0,1
16,7.0,7.0,7.0,7.0,7.0,5.0,1
17,7.0,6.0,5.0,6.0,6.0,7.0,1
19,7.0,7.0,7.0,7.0,7.0,4.0,1
21,7.0,7.0,7.0,7.0,7.0,4.0,1
23,7.0,7.0,7.0,7.0,7.0,3.0,1
24,7.0,7.0,7.0,7.0,7.0,7.0,1
25,7.0,7.0,6.0,7.0,6.0,7.0,1
26,7.0,7.0,7.0,7.0,7.0,3.0,1
27,7.0,6.0,6.0,6.0,4.0,7.0,1
29,7.0,7.0,7.0,7.0,6.0,6.0,1
31,7.0,7.0,7.0,7.0,7.0,5.0,1
32,7.0,7.0,7.0,7.0,7.0,7.0,1
33,7.0,7.0,7.0,7.0,7.0,6.0,1
34,7.0,7.0,7.0,7.0,7.0,3.0,1
35,7.0,7.0,7.0,7.0,7.0,5.0,1
36,7.0,7.0,6.0,6.0,4.0,7.0,1
37,7.0,7.0,7.0,7.0,7.0,5.0,1
38,7.0,7.0,7.0,7.0,7.0,4.0,1
39,7.0,7.0,7.0,7.0,7.0,6.0,1
40,7.0,6.0,6.0,6.0,5.0,7.0,1
41,7.0,7.0,6.0,7.0,5.0,6.0,1
42,7.0,7.0,6.0,7.0,0.0,6.0,1
44,7.0,7.0,7.0,7.0,7.0,6.0,1
45,7.0,6.0,6.0,6.0,6.0,7.0,1
46,7.0,7.0,7.0,7.0,7.0,4.0,1
48,7.0,7.0,7.0,7.0,7.0,4.0,1
50,7.0,7.0,7.0,7.0,7.0,3.0,1
51,7.0,7.0,7.0,7.0,7.0,2.0,1
53,7.0,7.0,7.0,7.0,7.0,6.0,1
54,7.0,7.0,7.0,6.0,7.0,4.0,1
55,7.0,7.0,6.0,6.0,5.0,7.0,1
56,7.0,7.0,7.0,7.0,7.0,7.0,1
57,7.0,7.0,7.0,7.0,7.0,6.0,1
58,7.0,7.0,7.0,7.0,7.0,7.0,1
59,7.0,7.0,7.0,7.0,7.0,5.0,1
60,7.0,5.0,2.0,4.0,5.0,7.0,1
61,7.0,6.0,6.0,6.0,6.0,7.0,1
63,7.0,7.0,7.0,7.0,6.0,3.0,1
64,7.0,7.0,7.0,7.0,7.0,6.0,1
65,7.0,7.0,7.0,7.0,7.0,6.0,1
67,7.0,7.0,7.0,7.0,7.0,7.0,1
68,7.0,7.0,7.0,7.0,6.0,6.0,1
69,7.0,7.0,7.0,7.0,7.0,6.0,1
72,7.0,7.0,7.0,7.0,7.0,4.0,1
77,7.0,7.0,7.0,7.0,7.0,5.0,1
91,7.0,7.0,7.0,7.0,7.0,4.0,1
109,7.0,7.0,7.0,7.0,6.0,6.0,1
112,7.0,6.0,6.0,6.0,7.0,7.0,1
116,7.0,7.0,7.0,7.0,7.0,6.0,1
118,6.0,5.0,4.0,5.0,8.0,7.0,1
120,7.0,7.0,7.0,7.0,7.0,6.0,1
139,7.0,7.0,7.0,7.0,7.0,7.0,1
140,7.0,7.0,7.0,7.0,7.0,2.0,1
141,7.0,7.0,7.0,7.0,7.0,7.0,1
142,5.0,3.0,3.0,2.0,3.0,7.0,1
144,7.0,7.0,7.0,7.0,7.0,4.0,1
146,7.0,7.0,6.0,6.0,5.0,7.0,1
148,7.0,5.0,5.0,5.0,4.0,7.0,1
149,7.0,7.0,7.0,7.0,7.0,3.0,1
152,6.0,6.0,6.0,6.0,5.0,6.0,1
153,7.0,7.0,7.0,7.0,6.0,5.0,1
154,7.0,7.0,7.0,7.0,7.0,5.0,1
155,7.0,7.0,7.0,7.0,7.0,4.0,1
156,7.0,7.0,7.0,7.0,7.0,4.0,1
157,6.0,5.0,5.0,5.0,3.0,7.0,1
158,7.0,7.0,7.0,7.0,7.0,5.0,1
159,7.0,6.0,6.0,6.0,7.0,7.0,1
160,7.0,7.0,7.0,7.0,7.0,4.0,1
161,7.0,7.0,7.0,7.0,7.0,6.0,1
162,7.0,7.0,7.0,7.0,7.0,2.0,1
163,7.0,7.0,7.0,7.0,7.0,7.0,1
164,7.0,6.0,5.0,5.0,3.0,6.0,1
165,7.0,7.0,7.0,7.0,7.0,4.0,1
166,7.0,7.0,7.0,7.0,6.0,2.0,1
167,7.0,7.0,7.0,7.0,7.0,4.0,1
168,7.0,5.0,3.0,4.0,0.0,7.0,1
169,7.0,7.0,6.0,6.0,6.0,7.0,1
170,7.0,7.0,7.0,7.0,7.0,6.0,1
171,7.0,7.0,7.0,7.0,7.0,2.0,1
172,7.0,7.0,7.0,7.0,7.0,4.0,1
177,7.0,7.0,7.0,7.0,7.0,7.0,1
180,7.0,7.0,7.0,7.0,6.0,5.0,1
181,7.0,6.0,5.0,5.0,6.0,7.0,1
182,7.0,7.0,7.0,7.0,7.0,5.0,1
183,7.0,7.0,7.0,7.0,7.0,5.0,1
185,7.0,7.0,7.0,7.0,7.0,4.0,1
186,7.0,6.0,5.0,5.0,6.0,7.0,1
187,7.0,7.0,7.0,7.0,7.0,5.0,1
189,7.0,7.0,7.0,7.0,7.0,4.0,1
191,7.0,7.0,7.0,7.0,7.0,3.0,1
193,6.0,5.0,5.0,5.0,4.0,7.0,1
194,6.0,6.0,6.0,6.0,5.0,4.0,1
195,7.0,6.0,7.0,6.0,5.0,5.0,1
199,7.0,7.0,6.0,6.0,6.0,7.0,1
200,7.0,7.0,7.0,7.0,7.0,6.0,1
201,7.0,7.0,7.0,7.0,7.0,4.0,1
203,7.0,6.0,5.0,5.0,0.0,7.0,1
204,7.0,7.0,7.0,7.0,6.0,4.0,1
206,6.0,5.0,5.0,4.0,6.0,7.0,1
207,5.0,4.0,2.0,3.0,0.0,7.0,1
208,7.0,7.0,7.0,7.0,7.0,3.0,1
209,7.0,6.0,6.0,6.0,5.0,7.0,1
210,6.0,2.0,1.0,1.0,0.0,7.0,1
211,7.0,7.0,7.0,7.0,7.0,6.0,1
212,6.0,6.0,5.0,6.0,4.0,7.0,1
213,7.0,7.0,7.0,7.0,7.0,6.0,1
216,6.0,6.0,6.0,6.0,5.0,4.0,1
221,7.0,6.0,6.0,6.0,5.0,7.0,1
223,7.0,7.0,7.0,6.0,5.0,4.0,1
226,4.0,4.0,3.0,4.0,7.0,7.0,1
227,6.0,7.0,7.0,7.0,6.0,4.0,1
229,7.0,7.0,7.0,7.0,6.0,7.0,1
230,6.0,4.0,2.0,4.0,0.0,7.0,1
231,7.0,7.0,7.0,7.0,7.0,3.0,1
234,7.0,7.0,7.0,7.0,6.0,4.0,1
238,7.0,7.0,7.0,7.0,7.0,7.0,1
239,7.0,7.0,7.0,7.0,7.0,7.0,1
240,7.0,7.0,7.0,7.0,7.0,7.0,1
241,7.0,7.0,7.0,7.0,7.0,3.0,1
246,7.0,7.0,6.0,7.0,5.0,7.0,1
247,6.0,5.0,5.0,5.0,3.0,7.0,1
248,7.0,7.0,7.0,7.0,7.0,4.0,1
249,7.0,7.0,7.0,7.0,7.0,3.0,1
250,7.0,7.0,7.0,7.0,7.0,6.0,1
251,7.0,6.0,6.0,6.0,6.0,7.0,1
252,7.0,7.0,7.0,7.0,7.0,7.0,1
253,7.0,6.0,5.0,6.0,0.0,6.0,1
254,7.0,7.0,7.0,7.0,6.0,7.0,1
256,7.0,7.0,7.0,7.0,6.0,4.0,1
257,7.0,7.0,7.0,7.0,7.0,4.0,1
258,7.0,7.0,7.0,7.0,7.0,5.0,1
259,7.0,7.0,7.0,7.0,7.0,4.0,1
260,6.0,7.0,7.0,7.0,6.0,7.0,1
263,7.0,7.0,7.0,7.0,7.0,7.0,1
265,7.0,7.0,7.0,7.0,7.0,2.0,1
267,3.0,2.0,1.0,2.0,6.0,7.0,1
270,7.0,7.0,7.0,7.0,7.0,7.0,1
271,7.0,7.0,7.0,7.0,7.0,4.0,1
274,7.0,7.0,7.0,7.0,7.0,4.0,1
275,7.0,7.0,6.0,7.0,7.0,6.0,1
276,7.0,7.0,7.0,7.0,7.0,4.0,1
278,7.0,6.0,5.0,5.0,6.0,7.0,1
279,7.0,7.0,6.0,7.0,7.0,7.0,1
280,7.0,7.0,7.0,7.0,7.0,4.0,1
281,6.0,5.0,3.0,5.0,7.0,7.0,1
282,7.0,7.0,7.0,7.0,7.0,4.0,1
283,7.0,7.0,7.0,7.0,7.0,3.0,1
285,7.0,7.0,6.0,6.0,5.0,7.0,1
286,7.0,7.0,7.0,7.0,7.0,3.0,1
289,7.0,6.0,6.0,6.0,5.0,7.0,1
290,7.0,7.0,7.0,7.0,7.0,3.0,1
291,7.0,7.0,6.0,6.0,5.0,5.0,1
292,5.0,6.0,5.0,6.0,6.0,7.0,1
294,6.0,5.0,5.0,5.0,4.0,6.0,1
296,7.0,7.0,7.0,7.0,7.0,7.0,1
298,7.0,7.0,7.0,7.0,7.0,4.0,1
299,7.0,7.0,7.0,7.0,7.0,3.0,1
300,7.0,7.0,7.0,7.0,7.0,5.0,1
301,7.0,7.0,7.0,7.0,7.0,4.0,1
302,7.0,6.0,6.0,5.0,5.0,6.0,1
303,6.0,5.0,5.0,4.0,4.0,7.0,1
308,7.0,7.0,7.0,7.0,7.0,5.0,1
310,7.0,7.0,7.0,7.0,7.0,5.0,1
311,7.0,6.0,5.0,5.0,3.0,7.0,1
312,7.0,6.0,6.0,6.0,5.0,7.0,1
313,7.0,7.0,7.0,7.0,7.0,3.0,1
317,7.0,7.0,7.0,7.0,7.0,5.0,1
319,7.0,7.0,7.0,7.0,7.0,5.0,1
322,7.0,7.0,7.0,7.0,7.0,4.0,1
324,7.0,7.0,7.0,7.0,6.0,7.0,1
327,7.0,7.0,7.0,7.0,7.0,1.0,1
330,7.0,7.0,7.0,7.0,7.0,6.0,1
331,7.0,7.0,6.0,7.0,6.0,7.0,1
332,7.0,6.0,6.0,6.0,6.0,7.0,1
336,7.0,7.0,6.0,7.0,6.0,6.0,1
337,7.0,7.0,7.0,7.0,7.0,3.0,1
338,7.0,7.0,7.0,7.0,7.0,3.0,1
346,7.0,7.0,7.0,7.0,7.0,5.0,1
347,7.0,6.0,6.0,6.0,5.0,7.0,1
348,7.0,7.0,7.0,7.0,7.0,6.0,1
351,7.0,7.0,7.0,7.0,6.0,5.0,1
352,7.0,7.0,7.0,7.0,7.0,3.0,1
355,7.0,6.0,6.0,5.0,5.0,7.0,1
356,7.0,7.0,7.0,7.0,6.0,7.0,1
357,6.0,5.0,3.0,5.0,0.0,3.0,1
358,7.0,7.0,6.0,7.0,6.0,7.0,1
360,7.0,6.0,5.0,5.0,6.0,7.0,1
361,7.0,7.0,7.0,7.0,7.0,6.0,1
363,7.0,6.0,6.0,5.0,6.0,7.0,1
364,7.0,7.0,7.0,7.0,7.0,5.0,1
365,7.0,7.0,7.0,7.0,7.0,5.0,1
367,7.0,7.0,7.0,7.0,7.0,5.0,1
369,7.0,6.0,6.0,6.0,5.0,6.0,1
370,7.0,7.0,7.0,7.0,6.0,4.0,1
371,7.0,6.0,5.0,5.0,5.0,7.0,1
373,5.0,7.0,6.0,7.0,7.0,5.0,1
375,7.0,6.0,5.0,6.0,3.0,7.0,1
376,7.0,7.0,7.0,7.0,7.0,4.0,1
379,7.0,7.0,7.0,7.0,7.0,3.0,1
381,7.0,6.0,7.0,6.0,6.0,7.0,1
383,7.0,7.0,7.0,7.0,7.0,2.0,1
384,7.0,7.0,7.0,7.0,7.0,4.0,1
385,7.0,7.0,6.0,6.0,6.0,6.0,1
387,7.0,7.0,7.0,7.0,7.0,2.0,1
390,7.0,7.0,7.0,7.0,7.0,1.0,1
392,7.0,6.0,5.0,5.0,4.0,7.0,1
393,7.0,7.0,6.0,7.0,6.0,7.0,1
394,7.0,7.0,6.0,7.0,4.0,4.0,1
395,7.0,7.0,7.0,7.0,7.0,4.0,1
396,4.0,3.0,2.0,3.0,4.0,7.0,1
398,6.0,6.0,6.0,6.0,6.0,7.0,1
399,7.0,7.0,7.0,7.0,6.0,7.0,1
400,7.0,7.0,6.0,7.0,6.0,7.0,1
402,6.0,6.0,6.0,5.0,6.0,7.0,1
404,6.0,5.0,3.0,5.0,6.0,7.0,1
406,7.0,7.0,7.0,7.0,7.0,3.0,1
409,7.0,6.0,6.0,6.0,5.0,7.0,1
410,6.0,5.0,4.0,5.0,7.0,7.0,1
411,6.0,5.0,1.0,4.0,7.0,7.0,1
412,5.0,6.0,6.0,7.0,6.0,7.0,1
415,4.0,4.0,0.0,4.0,0.0,7.0,1
416,6.0,6.0,6.0,6.0,6.0,7.0,1
417,7.0,6.0,6.0,6.0,7.0,4.0,1
418,7.0,7.0,7.0,7.0,6.0,5.0,1
419,7.0,6.0,6.0,6.0,6.0,5.0,1
422,6.0,7.0,7.0,7.0,7.0,5.0,1
423,7.0,7.0,6.0,6.0,7.0,2.0,1
425,7.0,6.0,6.0,6.0,4.0,7.0,1
426,6.0,6.0,5.0,6.0,3.0,7.0,1
428,7.0,7.0,7.0,7.0,7.0,2.0,1
429,7.0,7.0,7.0,7.0,7.0,4.0,1
430,6.0,5.0,6.0,3.0,8.0,7.0,1
431,7.0,7.0,7.0,7.0,7.0,3.0,1
432,7.0,7.0,7.0,7.0,7.0,6.0,1
433,7.0,7.0,7.0,7.0,7.0,7.0,1
435,7.0,7.0,7.0,7.0,6.0,6.0,1
437,7.0,7.0,6.0,7.0,4.0,7.0,1
438,7.0,7.0,7.0,7.0,7.0,5.0,1
439,7.0,6.0,7.0,6.0,6.0,4.0,1
441,7.0,7.0,6.0,7.0,7.0,4.0,1
443,6.0,6.0,4.0,6.0,6.0,7.0,1
444,7.0,7.0,7.0,7.0,7.0,5.0,1
446,7.0,7.0,7.0,7.0,6.0,5.0,1
447,6.0,7.0,7.0,7.0,7.0,5.0,1
448,6.0,6.0,5.0,6.0,4.0,7.0,1
451,7.0,6.0,6.0,6.0,5.0,7.0,1
453,7.0,5.0,5.0,5.0,4.0,6.0,1
456,7.0,7.0,7.0,7.0,7.0,2.0,1
458,6.0,7.0,7.0,7.0,6.0,5.0,1
459,4.0,4.0,5.0,4.0,6.0,6.0,1
460,5.0,7.0,6.0,7.0,6.0,6.0,1
464,7.0,6.0,5.0,6.0,4.0,6.0,1
465,6.0,7.0,7.0,7.0,6.0,6.0,1
466,5.0,5.0,6.0,5.0,6.0,4.0,1
467,7.0,7.0,7.0,7.0,7.0,1.0,1
468,7.0,7.0,7.0,7.0,7.0,4.0,1
469,7.0,7.0,7.0,7.0,7.0,6.0,1
475,5.0,6.0,6.0,6.0,5.0,4.0,1
476,7.0,7.0,7.0,7.0,7.0,2.0,1
479,3.0,3.0,2.0,3.0,4.0,6.0,1
480,7.0,7.0,7.0,7.0,7.0,3.0,1
481,6.0,6.0,5.0,5.0,4.0,6.0,1
484,7.0,7.0,7.0,7.0,7.0,4.0,1
486,7.0,7.0,7.0,7.0,7.0,2.0,1
487,4.0,4.0,6.0,4.0,5.0,4.0,1
489,6.0,5.0,3.0,5.0,0.0,7.0,1
490,7.0,7.0,7.0,7.0,7.0,3.0,1
491,3.0,3.0,4.0,3.0,6.0,2.0,1
496,7.0,7.0,7.0,7.0,7.0,7.0,1
497,7.0,7.0,7.0,7.0,5.0,5.0,1
499,7.0,7.0,7.0,7.0,7.0,4.0,1
500,7.0,6.0,5.0,6.0,6.0,7.0,1
501,7.0,7.0,7.0,7.0,6.0,7.0,1
502,7.0,7.0,7.0,7.0,6.0,4.0,1
503,6.0,3.0,5.0,2.0,5.0,6.0,1
507,7.0,7.0,7.0,7.0,7.0,2.0,1
509,7.0,7.0,7.0,7.0,7.0,4.0,1
511,7.0,7.0,7.0,7.0,7.0,2.0,1
512,7.0,7.0,6.0,6.0,4.0,6.0,1
513,7.0,7.0,7.0,6.0,6.0,5.0,1
514,7.0,7.0,6.0,6.0,5.0,6.0,1
515,6.0,6.0,6.0,6.0,5.0,4.0,1
516,7.0,6.0,6.0,5.0,6.0,7.0,1
517,7.0,7.0,7.0,7.0,7.0,4.0,1
518,7.0,7.0,7.0,7.0,7.0,4.0,1
521,7.0,6.0,6.0,6.0,7.0,4.0,1
525,7.0,6.0,5.0,6.0,4.0,6.0,1
526,7.0,7.0,7.0,7.0,7.0,6.0,1
527,7.0,7.0,7.0,7.0,7.0,2.0,1
528,7.0,7.0,7.0,7.0,7.0,4.0,1
533,4.0,4.0,4.0,4.0,4.0,7.0,1
536,7.0,7.0,6.0,6.0,6.0,7.0,1
537,7.0,7.0,7.0,7.0,7.0,2.0,1
538,7.0,7.0,7.0,7.0,7.0,4.0,1
539,6.0,5.0,3.0,4.0,4.0,7.0,1
543,7.0,6.0,6.0,6.0,7.0,4.0,1
545,4.0,5.0,6.0,5.0,5.0,5.0,1
547,7.0,6.0,6.0,6.0,5.0,5.0,1
549,7.0,7.0,6.0,7.0,6.0,7.0,1
551,3.0,1.0,0.0,1.0,3.0,7.0,1
553,7.0,7.0,7.0,7.0,7.0,5.0,1
555,7.0,5.0,4.0,5.0,4.0,7.0,1
556,6.0,7.0,7.0,7.0,6.0,7.0,1
557,7.0,7.0,6.0,7.0,8.0,6.0,1
558,7.0,7.0,7.0,7.0,7.0,4.0,1
559,7.0,5.0,5.0,5.0,5.0,7.0,1
560,6.0,5.0,4.0,4.0,5.0,7.0,1
563,3.0,4.0,0.0,4.0,8.0,4.0,1
565,7.0,7.0,7.0,7.0,6.0,4.0,1
566,7.0,7.0,7.0,7.0,6.0,2.0,1
567,7.0,6.0,6.0,6.0,6.0,6.0,1
568,7.0,6.0,6.0,5.0,6.0,6.0,1
570,7.0,7.0,6.0,7.0,6.0,6.0,1
574,5.0,4.0,2.0,4.0,7.0,7.0,1
575,7.0,7.0,7.0,7.0,7.0,2.0,1
576,7.0,7.0,7.0,7.0,6.0,4.0,1
578,7.0,7.0,7.0,7.0,7.0,1.0,1
579,7.0,5.0,3.0,5.0,4.0,6.0,1
580,6.0,6.0,6.0,7.0,6.0,6.0,1
581,5.0,3.0,4.0,3.0,4.0,6.0,1
582,6.0,6.0,5.0,5.0,4.0,6.0,1
583,7.0,7.0,7.0,7.0,7.0,4.0,1
584,7.0,7.0,7.0,7.0,6.0,2.0,1
586,7.0,7.0,7.0,7.0,7.0,2.0,1
588,7.0,7.0,7.0,7.0,6.0,4.0,1
589,7.0,7.0,7.0,7.0,7.0,2.0,1
590,7.0,7.0,7.0,7.0,6.0,4.0,1
591,6.0,6.0,6.0,6.0,6.0,4.0,1
593,4.0,3.0,4.0,2.0,7.0,1.0,1
596,6.0,6.0,6.0,6.0,6.0,4.0,1
599,7.0,6.0,6.0,7.0,5.0,6.0,1
601,7.0,6.0,5.0,6.0,7.0,6.0,1
603,7.0,7.0,7.0,7.0,7.0,4.0,1
604,6.0,5.0,4.0,4.0,4.0,5.0,1
606,7.0,7.0,7.0,7.0,7.0,2.0,1
608,6.0,6.0,5.0,6.0,4.0,6.0,1
609,7.0,7.0,7.0,7.0,7.0,6.0,1
610,7.0,7.0,7.0,7.0,7.0,4.0,1
611,7.0,7.0,7.0,7.0,7.0,4.0,1
612,7.0,7.0,7.0,7.0,5.0,3.0,1
613,7.0,7.0,7.0,7.0,6.0,6.0,1
614,6.0,4.0,5.0,4.0,5.0,6.0,1
615,6.0,7.0,7.0,7.0,6.0,4.0,1
616,7.0,7.0,7.0,7.0,7.0,6.0,1
618,7.0,7.0,7.0,7.0,7.0,4.0,1
620,6.0,4.0,3.0,4.0,5.0,6.0,1
621,6.0,6.0,4.0,6.0,0.0,6.0,1
623,7.0,7.0,7.0,7.0,7.0,2.0,1
625,6.0,6.0,5.0,7.0,7.0,7.0,1
626,6.0,6.0,4.0,6.0,7.0,7.0,1
627,7.0,7.0,7.0,7.0,7.0,4.0,1
630,6.0,6.0,5.0,6.0,4.0,6.0,1
633,3.0,2.0,5.0,2.0,0.0,6.0,1
636,7.0,7.0,7.0,7.0,6.0,4.0,1
637,2.0,2.0,2.0,1.0,7.0,6.0,1
638,6.0,5.0,5.0,5.0,7.0,6.0,1
639,7.0,7.0,7.0,7.0,6.0,4.0,1
640,6.0,5.0,5.0,4.0,3.0,4.0,1
642,7.0,7.0,6.0,7.0,4.0,6.0,1
643,7.0,7.0,7.0,7.0,7.0,6.0,1
645,7.0,7.0,7.0,7.0,7.0,2.0,1
646,3.0,4.0,4.0,4.0,5.0,6.0,1
654,7.0,7.0,7.0,7.0,7.0,4.0,1
655,7.0,6.0,6.0,6.0,7.0,3.0,1
656,7.0,7.0,7.0,7.0,7.0,3.0,1
659,7.0,7.0,7.0,7.0,7.0,3.0,1
660,7.0,7.0,7.0,7.0,7.0,3.0,1
664,6.0,7.0,7.0,6.0,7.0,3.0,1
666,7.0,7.0,7.0,7.0,5.0,6.0,1
668,7.0,7.0,7.0,7.0,7.0,4.0,1
669,7.0,7.0,7.0,7.0,7.0,2.0,1
672,7.0,7.0,7.0,7.0,7.0,4.0,1
674,6.0,6.0,6.0,6.0,7.0,4.0,1
678,5.0,4.0,6.0,5.0,5.0,6.0,1
679,7.0,7.0,7.0,7.0,6.0,4.0,1
686,6.0,6.0,6.0,5.0,5.0,4.0,1
690,6.0,7.0,7.0,7.0,7.0,4.0,1
692,7.0,7.0,7.0,7.0,7.0,3.0,1
693,7.0,7.0,7.0,7.0,6.0,4.0,1
695,7.0,7.0,5.0,7.0,4.0,6.0,1
696,7.0,7.0,7.0,7.0,7.0,3.0,1
699,7.0,7.0,7.0,7.0,7.0,4.0,1
701,6.0,6.0,6.0,6.0,7.0,3.0,1
702,7.0,7.0,7.0,7.0,7.0,4.0,1
705,6.0,5.0,6.0,5.0,4.0,4.0,1
706,7.0,6.0,7.0,6.0,6.0,3.0,1
708,7.0,6.0,5.0,6.0,3.0,6.0,1
711,6.0,6.0,5.0,5.0,0.0,6.0,1
712,7.0,7.0,6.0,7.0,5.0,6.0,1
713,7.0,7.0,6.0,6.0,7.0,6.0,1
714,5.0,6.0,6.0,6.0,6.0,6.0,1
716,4.0,2.0,3.0,0.0,3.0,6.0,1
717,7.0,7.0,7.0,7.0,7.0,1.0,1
718,7.0,7.0,7.0,7.0,7.0,3.0,1
722,7.0,7.0,7.0,7.0,7.0,2.0,1
726,7.0,7.0,7.0,7.0,7.0,4.0,1
728,6.0,6.0,6.0,6.0,7.0,4.0,1
731,6.0,5.0,5.0,4.0,7.0,7.0,1
732,5.0,4.0,4.0,4.0,3.0,6.0,1
733,1.0,1.0,1.0,1.0,4.0,6.0,1
735,7.0,7.0,7.0,7.0,7.0,3.0,1
736,4.0,2.0,5.0,1.0,3.0,6.0,1
739,7.0,7.0,7.0,7.0,7.0,2.0,1
740,5.0,4.0,4.0,3.0,3.0,6.0,1
741,7.0,7.0,7.0,7.0,7.0,2.0,1
742,7.0,7.0,7.0,7.0,6.0,6.0,1
743,7.0,7.0,7.0,7.0,7.0,1.0,1
744,7.0,7.0,7.0,7.0,5.0,6.0,1
745,7.0,7.0,7.0,7.0,7.0,3.0,1
748,7.0,7.0,7.0,7.0,7.0,4.0,1
749,5.0,6.0,5.0,6.0,5.0,6.0,1
750,7.0,7.0,7.0,7.0,6.0,3.0,1
753,7.0,7.0,7.0,7.0,7.0,5.0,1
760,7.0,7.0,7.0,7.0,7.0,6.0,1
761,7.0,7.0,7.0,7.0,7.0,2.0,1
764,5.0,5.0,6.0,5.0,6.0,4.0,1
767,7.0,7.0,7.0,7.0,7.0,6.0,1
768,7.0,7.0,7.0,7.0,6.0,3.0,1
771,7.0,7.0,7.0,7.0,7.0,3.0,1
772,7.0,7.0,7.0,7.0,7.0,4.0,1
773,6.0,6.0,6.0,6.0,5.0,4.0,1
774,7.0,6.0,6.0,6.0,5.0,4.0,1
776,6.0,7.0,6.0,7.0,5.0,6.0,1
780,7.0,7.0,7.0,7.0,7.0,4.0,1
781,7.0,7.0,7.0,7.0,6.0,4.0,1
782,5.0,2.0,4.0,1.0,0.0,4.0,1
784,7.0,7.0,7.0,7.0,7.0,5.0,1
787,7.0,7.0,7.0,7.0,7.0,4.0,1
790,7.0,6.0,5.0,6.0,7.0,7.0,1
792,6.0,7.0,7.0,7.0,7.0,6.0,1
794,7.0,7.0,7.0,7.0,5.0,6.0,1
795,7.0,7.0,7.0,7.0,7.0,4.0,1
796,7.0,6.0,6.0,5.0,5.0,4.0,1
797,6.0,5.0,4.0,5.0,4.0,6.0,1
798,5.0,6.0,6.0,5.0,5.0,6.0,1
799,7.0,7.0,7.0,7.0,6.0,6.0,1
804,7.0,7.0,7.0,7.0,7.0,4.0,1
805,7.0,7.0,7.0,7.0,7.0,3.0,1
806,5.0,2.0,2.0,2.0,0.0,6.0,1
807,7.0,7.0,7.0,7.0,7.0,4.0,1
808,7.0,7.0,6.0,7.0,7.0,2.0,1
810,7.0,7.0,7.0,7.0,7.0,4.0,1
811,6.0,6.0,5.0,6.0,5.0,6.0,1
813,7.0,7.0,7.0,7.0,7.0,4.0,1
816,7.0,6.0,6.0,5.0,6.0,6.0,1
818,7.0,7.0,7.0,7.0,7.0,2.0,1
820,7.0,7.0,7.0,7.0,7.0,6.0,1
821,7.0,7.0,7.0,7.0,7.0,2.0,1
823,5.0,5.0,5.0,4.0,3.0,6.0,1
824,7.0,7.0,6.0,7.0,5.0,6.0,1
826,6.0,5.0,3.0,5.0,4.0,6.0,1
827,7.0,7.0,7.0,7.0,7.0,5.0,1
828,5.0,5.0,6.0,5.0,5.0,4.0,1
829,6.0,6.0,3.0,6.0,3.0,6.0,1
830,7.0,6.0,6.0,6.0,6.0,5.0,1
832,7.0,6.0,6.0,6.0,7.0,6.0,1
833,7.0,7.0,7.0,7.0,7.0,2.0,1
836,7.0,6.0,6.0,6.0,4.0,6.0,1
838,7.0,6.0,6.0,5.0,6.0,6.0,1
842,3.0,5.0,2.0,5.0,0.0,6.0,1
843,5.0,7.0,6.0,7.0,5.0,6.0,1
845,7.0,7.0,7.0,7.0,7.0,2.0,1
848,7.0,7.0,7.0,7.0,7.0,5.0,1
850,5.0,3.0,3.0,2.0,0.0,5.0,1
851,6.0,4.0,5.0,4.0,5.0,5.0,1
852,7.0,7.0,7.0,7.0,6.0,5.0,1
853,7.0,7.0,6.0,7.0,7.0,5.0,1
854,4.0,4.0,1.0,4.0,0.0,5.0,1
856,5.0,6.0,6.0,6.0,5.0,5.0,1
857,7.0,7.0,6.0,7.0,6.0,4.0,1
858,5.0,4.0,5.0,2.0,6.0,5.0,1
859,5.0,5.0,5.0,4.0,3.0,4.0,1
860,4.0,6.0,5.0,5.0,5.0,4.0,1
861,7.0,7.0,7.0,7.0,7.0,2.0,1
862,3.0,4.0,4.0,5.0,4.0,5.0,1
864,7.0,7.0,7.0,7.0,7.0,2.0,1
865,5.0,4.0,3.0,3.0,0.0,5.0,1
866,7.0,7.0,7.0,7.0,7.0,3.0,1
867,5.0,3.0,3.0,2.0,6.0,5.0,1
873,3.0,1.0,1.0,1.0,0.0,5.0,1
875,3.0,3.0,1.0,3.0,5.0,5.0,1
879,6.0,7.0,7.0,7.0,7.0,4.0,1
880,6.0,7.0,7.0,7.0,7.0,5.0,1
881,7.0,7.0,7.0,7.0,7.0,5.0,1
883,7.0,7.0,7.0,7.0,7.0,5.0,1
